timestamp,position_lat,position_long,distance,accumulated_power,enhanced_speed,enhanced_altitude,unknown_140,power,vertical_oscillation,stance_time_percent,stance_time,vertical_ratio,stance_time_balance,step_length,cycle_length16,heart_rate,cadence,temperature,activity_type,fractional_cadence,unknown_107,unknown_134,unknown_135,unknown_136,unknown_137,unknown_138,unknown_143,unknown_144,activity_id,activity_date,meters_per_beat,enhanced_respiration_rate,unknown_90
2026-04-21 06:15:09+00:00,472300949,31205256,0.0,84.0,1.755,109.79999999999995,1772,84.0,41.0,49.0,519.0,7.03,42.21,973.0,0.0,74,54,27,running,0.0,0,100.0,11.0,49.0,100,100,97,74,2,2026-04-21 08:15:00,1.422972972972973,,
2026-04-21 06:15:10+00:00,472301166,31205535,2.67,226.0,1.755,109.79999999999995,1772,142.0,38.0,48.75,531.0,5.75,43.46,1235.0,0.0,48,49,26,running,0.0,1,100.0,20.0,48.0,100,100,97,74,2,2026-04-21 08:15:00,2.19375,,
2026-04-21 06:15:11+00:00,472301324,31205761,5.12,381.0,1.755,109.79999999999995,1772,155.0,46.7,47.25,523.0,6.81,45.09,941.0,0.0,48,52,26,running,0.5,1,100.0,20.0,48.0,100,100,97,74,2,2026-04-21 08:15:00,2.19375,,
2026-04-21 06:15:12+00:00,472301460,31205963,7.08,615.0,1.755,109.79999999999995,1772,234.0,80.0,44.25,304.0,7.12,46.06,958.0,0.0,49,79,27,running,0.5,1,100.0,23.0,49.0,100,100,97,74,2,2026-04-21 08:15:00,2.1489795918367345,,
2026-04-21 06:15:13+00:00,472301564,31206176,8.92,869.0,1.755,110.0,1772,254.0,79.0,42.75,302.0,7.4,47.53,921.0,0.0,50,79,27,running,0.0,1,100.0,20.0,50.0,100,100,97,74,2,2026-04-21 08:15:00,2.106,,
2026-04-21 06:15:14+00:00,472301686,31206394,10.58,1106.0,1.867,110.0,1885,237.0,75.0,40.5,294.0,8.0,48.87,718.0,0.0,50,80,26,running,0.0,1,100.0,20.0,50.0,100,100,97,75,2,2026-04-21 08:15:00,2.2403999999999997,,
2026-04-21 06:15:15+00:00,472301804,31206639,12.85,1324.0,1.867,110.0,1885,218.0,73.0,39.5,291.0,8.37,49.68,706.0,0.0,50,80,26,running,0.5,1,100.0,20.0,50.0,100,100,97,77,2,2026-04-21 08:15:00,2.2403999999999997,,
2026-04-21 06:15:16+00:00,472301920,31206828,14.72,1555.0,1.867,110.0,1885,231.0,73.0,39.0,288.0,8.78,50.43,687.0,0.0,50,80,26,running,0.5,1,100.0,20.0,50.0,100,100,97,78,2,2026-04-21 08:15:00,2.2403999999999997,,
2026-04-21 06:15:17+00:00,472302066,31207050,16.89,1794.0,1.867,110.0,1885,239.0,72.2,38.5,287.0,9.06,50.96,697.0,0.0,51,80,26,running,0.5,1,,20.0,51.0,100,100,97,79,2,2026-04-21 08:15:00,2.196470588235294,,
2026-04-21 06:15:18+00:00,472302175,31207217,18.21,2036.0,1.867,110.0,1885,242.0,72.2,38.75,288.0,9.25,51.37,713.0,0.0,52,80,26,running,0.5,1,100.0,20.0,52.0,100,100,97,80,2,2026-04-21 08:15:00,2.154230769230769,,
2026-04-21 06:15:19+00:00,472302389,31207261,19.9,2254.0,2.072,110.0,2092,218.0,72.2,38.5,285.0,9.25,51.65,725.0,0.0,53,81,26,running,0.0,1,100.0,20.0,53.0,100,100,97,80,2,2026-04-21 08:15:00,2.3456603773584908,,
2026-04-21 06:15:20+00:00,472302580,31207435,21.92,2460.0,2.072,110.0,2092,206.0,72.2,38.75,287.0,9.56,52.03,718.0,0.0,54,81,26,running,0.0,1,100.0,20.0,54.0,100,100,97,81,2,2026-04-21 08:15:00,2.3022222222222224,,
2026-04-21 06:15:21+00:00,472302731,31207631,24.05,2663.0,2.072,110.0,2101,203.0,72.2,38.75,287.0,9.84,52.12,695.0,0.0,56,81,26,running,0.0,1,100.0,20.0,56.0,100,100,97,83,2,2026-04-21 08:15:00,2.22,,
2026-04-21 06:15:22+00:00,472302893,31207750,25.88,2865.0,1.922,110.0,1950,202.0,71.2,40.75,295.0,9.84,52.12,693.0,0.0,59,81,26,running,0.5,1,,20.0,59.0,100,100,97,84,2,2026-04-21 08:15:00,1.9545762711864405,,
2026-04-21 06:15:23+00:00,472303107,31207965,28.26,3067.0,1.922,109.79999999999995,1950,202.0,70.2,42.5,303.0,9.75,52.12,694.0,0.0,62,81,26,running,0.5,1,100.0,20.0,62.0,100,100,97,83,2,2026-04-21 08:15:00,1.8599999999999999,,
2026-04-21 06:15:24+00:00,472303223,31208091,30.01,3268.0,1.922,109.79999999999995,1950,201.0,70.2,41.5,300.0,9.65,52.43,700.0,0.0,65,81,26,running,0.5,1,100.0,20.0,65.0,100,100,97,83,2,2026-04-21 08:15:00,1.774153846153846,,
2026-04-21 06:15:25+00:00,472303366,31208203,31.53,3465.0,1.95,109.79999999999995,1978,197.0,69.2,40.25,295.0,9.56,52.56,705.0,0.0,68,81,26,running,0.5,1,100.0,20.0,68.0,100,100,97,82,2,2026-04-21 08:15:00,1.7205882352941178,,
2026-04-21 06:15:26+00:00,472303557,31208400,33.06,3645.0,1.997,109.79999999999995,2026,180.0,66.2,41.0,299.0,9.25,53.0,716.0,0.0,71,81,26,running,0.5,1,100.0,20.0,71.0,100,100,97,82,2,2026-04-21 08:15:00,1.687605633802817,,
2026-04-21 06:15:27+00:00,472303693,31208511,34.9,3822.0,1.997,109.60000000000002,2026,177.0,67.2,41.25,302.0,9.75,53.0,708.0,0.0,73,81,26,running,0.5,1,100.0,20.0,73.0,100,100,97,81,2,2026-04-21 08:15:00,1.6413698630136988,,
2026-04-21 06:15:28+00:00,472303865,31208699,36.74,4023.0,1.997,109.60000000000002,2026,201.0,82.0,40.5,298.0,10.34,53.09,687.0,0.0,75,81,26,running,0.5,1,100.0,20.0,75.0,100,100,97,83,2,2026-04-21 08:15:00,1.5976000000000001,,
2026-04-21 06:15:29+00:00,472304025,31208969,39.09,4218.0,1.885,109.60000000000002,1912,195.0,79.0,40.75,301.0,10.62,53.09,675.0,0.0,78,81,26,running,0.5,1,100.0,20.0,78.0,100,100,97,84,2,2026-04-21 08:15:00,1.45,,
2026-04-21 06:15:30+00:00,472304206,31209057,41.07,4413.0,1.829,109.39999999999998,1855,195.0,78.0,40.75,300.0,10.71,53.09,671.0,0.0,81,81,26,running,0.5,1,100.0,20.0,81.0,100,100,97,85,2,2026-04-21 08:15:00,1.3548148148148147,,
2026-04-21 06:15:31+00:00,472304506,31209282,43.82,4604.0,1.829,109.39999999999998,1855,191.0,75.0,40.25,296.0,10.43,53.18,681.0,0.0,83,81,26,running,0.5,1,,20.0,83.0,100,100,97,85,2,2026-04-21 08:15:00,1.322168674698795,,
2026-04-21 06:15:32+00:00,472304621,31209479,45.99,4799.0,1.829,109.39999999999998,1841,195.0,73.0,40.25,295.0,10.25,53.18,692.0,,83,82,26,running,0.0,1,100.0,20.0,83.0,100,100,97,84,2,2026-04-21 08:15:00,1.322168674698795,,
2026-04-21 06:15:33+00:00,472304796,31209642,48.21,4996.0,1.876,109.20000000000005,1888,197.0,72.2,40.5,295.0,9.93,53.18,726.0,0.0,83,82,26,running,0.0,1,100.0,20.0,83.0,100,100,97,84,2,2026-04-21 08:15:00,1.3561445783132529,,
2026-04-21 06:15:34+00:00,472304961,31209895,50.61,5191.0,1.894,109.20000000000005,1907,195.0,72.2,39.5,290.0,9.84,53.28,751.0,0.0,83,82,26,running,0.0,1,100.0,20.0,83.0,100,100,97,83,2,2026-04-21 08:15:00,1.3691566265060242,,
2026-04-21 06:15:35+00:00,472305058,31210066,52.14,5384.0,2.006,109.0,2019,193.0,72.2,39.25,290.0,9.46,53.65,780.0,0.0,83,82,26,running,0.0,1,100.0,20.0,83.0,100,100,97,82,2,2026-04-21 08:15:00,1.4501204819277107,,
2026-04-21 06:15:36+00:00,472305193,31210156,53.51,5572.0,2.006,108.79999999999995,2019,188.0,72.2,40.0,293.0,9.25,53.78,790.0,0.0,82,82,26,running,0.0,1,100.0,20.0,82.0,100,100,97,82,2,2026-04-21 08:15:00,1.4678048780487802,,
2026-04-21 06:15:37+00:00,472305371,31210366,55.62,5753.0,2.006,108.60000000000002,2019,181.0,72.2,39.75,293.0,9.25,53.78,787.0,0.0,82,82,26,running,0.0,1,100.0,20.0,82.0,100,100,97,82,2,2026-04-21 08:15:00,1.4678048780487802,,
2026-04-21 06:15:38+00:00,472305470,31210469,57.06,5930.0,2.006,108.39999999999998,2019,177.0,73.0,40.0,295.0,9.46,54.0,761.0,362.36,82,81,26,running,0.5,1,100.0,20.0,82.0,100,100,97,82,2,2026-04-21 08:15:00,1.4678048780487802,,
2026-04-21 06:15:39+00:00,472305673,31210616,58.95,6099.0,2.006,108.20000000000005,1966,169.0,71.2,39.75,293.0,9.37,54.12,746.0,0.0,83,82,26,running,0.0,1,,20.0,82.0,100,100,97,83,2,2026-04-21 08:15:00,1.4501204819277107,,
2026-04-21 06:15:40+00:00,472305935,31210787,61.05,6265.0,1.95,108.20000000000005,1911,166.0,70.2,40.5,298.0,9.37,54.12,718.0,0.0,84,82,26,running,0.0,1,100.0,20.0,83.0,100,100,97,84,2,2026-04-21 08:15:00,1.3928571428571428,,
2026-04-21 06:15:41+00:00,472306066,31210864,62.89,6430.0,1.885,108.20000000000005,1847,165.0,70.2,40.5,298.0,9.65,54.0,708.0,0.0,84,82,26,running,0.0,1,100.0,20.0,84.0,100,100,97,84,2,2026-04-21 08:15:00,1.3464285714285713,,
2026-04-21 06:15:42+00:00,472306187,31211057,64.62,6594.0,1.885,108.20000000000005,1847,164.0,70.2,40.5,298.0,9.75,54.0,702.0,0.0,85,82,26,running,0.0,1,100.0,20.0,84.0,100,100,97,85,2,2026-04-21 08:15:00,1.3305882352941176,,
2026-04-21 06:15:43+00:00,472306307,31211248,66.15,6759.0,1.876,108.20000000000005,1838,165.0,70.2,41.0,300.0,9.84,54.0,699.0,0.0,85,82,26,running,0.0,1,100.0,20.0,85.0,100,100,97,85,2,2026-04-21 08:15:00,1.324235294117647,,
2026-04-21 06:15:44+00:00,472306513,31211332,68.02,6925.0,1.876,108.20000000000005,1838,166.0,71.2,41.5,305.0,10.03,53.9,695.0,0.0,84,82,25,running,0.0,1,100.0,20.0,85.0,100,100,97,84,2,2026-04-21 08:15:00,1.3399999999999999,20.29,
2026-04-21 06:15:45+00:00,472306709,31211518,70.16,7091.0,1.876,108.20000000000005,1786,166.0,72.2,41.5,306.0,10.03,53.9,693.0,0.0,84,81,25,running,0.5,1,100.0,20.0,84.0,100,100,97,84,2,2026-04-21 08:15:00,1.3399999999999999,20.29,
2026-04-21 06:15:46+00:00,472306862,31211721,72.31,7255.0,1.876,108.0,1786,164.0,71.2,41.0,304.0,10.15,53.78,689.0,0.0,84,81,25,running,0.5,1,100.0,20.0,84.0,100,100,97,84,2,2026-04-21 08:15:00,1.3399999999999999,20.29,
2026-04-21 06:15:47+00:00,472307041,31211839,74.29,7417.0,1.876,107.79999999999995,1786,162.0,71.2,41.0,302.0,10.15,53.78,690.0,0.0,83,81,25,running,0.5,1,100.0,20.0,84.0,100,100,97,83,2,2026-04-21 08:15:00,1.3561445783132529,20.29,
2026-04-21 06:15:48+00:00,472307215,31212097,76.49,7581.0,1.876,107.79999999999995,1786,164.0,72.2,40.5,297.0,10.15,53.78,692.0,0.0,83,81,25,running,0.5,1,100.0,20.0,83.0,100,100,97,83,2,2026-04-21 08:15:00,1.3561445783132529,20.29,
2026-04-21 06:15:49+00:00,472307335,31212271,78.36,7745.0,1.876,107.60000000000002,1786,164.0,71.2,41.75,303.0,10.03,53.78,698.0,0.0,83,81,25,running,0.5,1,100.0,20.0,83.0,100,100,97,83,2,2026-04-21 08:15:00,1.3561445783132529,19.43,
2026-04-21 06:15:50+00:00,472307521,31212447,80.48,7908.0,1.885,107.39999999999998,1794,163.0,71.2,42.0,305.0,10.03,53.78,702.0,0.0,83,81,25,running,0.5,1,100.0,20.0,83.0,100,100,97,83,2,2026-04-21 08:15:00,1.3626506024096385,19.43,
2026-04-21 06:15:51+00:00,472307714,31212674,82.69,8074.0,1.894,107.20000000000005,1794,166.0,71.2,42.5,309.0,10.03,53.68,705.0,0.0,83,82,25,running,0.0,1,100.0,20.0,83.0,100,100,97,83,2,2026-04-21 08:15:00,1.3691566265060242,19.43,
2026-04-21 06:15:52+00:00,472307898,31212729,84.51,8242.0,1.904,107.20000000000005,1803,168.0,71.2,42.75,312.0,9.84,53.43,711.0,0.0,84,82,25,running,0.0,1,100.0,20.0,83.0,100,100,97,84,2,2026-04-21 08:15:00,1.3599999999999999,19.43,
2026-04-21 06:15:53+00:00,472308166,31212920,87.37,8411.0,1.905,107.0,1803,169.0,71.2,42.5,311.0,9.65,53.43,718.0,404.36,84,82,25,running,0.0,1,100.0,20.0,84.0,100,100,97,84,2,2026-04-21 08:15:00,1.3607142857142858,19.43,
2026-04-21 06:15:54+00:00,472308313,31213092,89.42,8581.0,1.923,107.0,1821,170.0,70.2,42.25,310.0,9.65,53.43,721.0,404.36,83,81,25,running,0.5,1,100.0,20.0,84.0,100,100,97,83,2,2026-04-21 08:15:00,1.3901204819277109,19.25,
2026-04-21 06:15:55+00:00,472308491,31213175,91.21,8750.0,1.933,107.0,1830,169.0,70.2,42.0,307.0,9.37,53.43,742.0,404.36,83,81,25,running,0.5,1,100.0,20.0,83.0,100,100,97,83,2,2026-04-21 08:15:00,1.3973493975903615,19.25,
2026-04-21 06:15:56+00:00,472308753,31213405,93.66,8919.0,1.933,107.0,1830,169.0,70.2,41.75,306.0,9.37,53.34,748.0,404.36,84,82,25,running,0.0,1,100.0,20.0,83.0,100,100,97,84,2,2026-04-21 08:15:00,1.3807142857142858,19.25,
2026-04-21 06:15:57+00:00,472308917,31213593,95.87,9091.0,1.97,106.79999999999995,1849,172.0,71.2,39.75,296.0,9.46,53.34,747.0,404.36,85,82,25,running,0.0,1,,20.0,84.0,100,100,97,85,2,2026-04-21 08:15:00,1.3905882352941177,19.25,
2026-04-21 06:15:58+00:00,472309128,31213676,98.0,9263.0,1.97,106.79999999999995,1849,172.0,72.2,39.75,296.0,9.46,53.53,748.0,404.36,85,82,25,running,0.0,1,100.0,20.0,85.0,100,100,97,85,2,2026-04-21 08:15:00,1.3905882352941177,19.25,
2026-04-21 06:15:59+00:00,472309298,31213999,100.49,9435.0,1.989,106.60000000000002,1866,172.0,72.2,39.25,292.0,9.46,54.06,751.0,404.36,86,82,25,running,0.0,1,100.0,20.0,85.0,100,100,97,86,2,2026-04-21 08:15:00,1.3876744186046512,19.25,
2026-04-21 06:16:00+00:00,472309376,31214221,102.51,9611.0,1.989,106.39999999999998,1866,176.0,72.2,41.0,299.0,9.46,53.96,751.0,0.0,87,82,25,running,0.0,1,100.0,20.0,86.0,100,100,97,87,2,2026-04-21 08:15:00,1.3717241379310345,19.13,
2026-04-21 06:16:01+00:00,472309538,31214500,105.07,9783.0,1.989,106.20000000000005,1866,172.0,72.2,38.75,288.0,9.37,53.87,754.0,0.0,88,82,25,running,0.5,1,100.0,20.0,87.0,100,100,97,88,2,2026-04-21 08:15:00,1.3561363636363637,19.13,
2026-04-21 06:16:02+00:00,472309613,31214778,107.18,9956.0,1.998,106.0,1854,173.0,72.2,38.75,286.0,9.37,54.09,755.0,0.0,88,82,25,running,0.5,1,100.0,20.0,88.0,100,100,97,88,2,2026-04-21 08:15:00,1.3622727272727273,19.13,
2026-04-21 06:16:03+00:00,472309756,31214982,109.08,10127.0,2.016,106.0,1871,171.0,71.2,38.75,283.0,9.25,54.21,757.0,43.65,88,83,25,running,0.0,1,100.0,20.0,88.0,100,100,97,88,2,2026-04-21 08:15:00,1.3745454545454547,19.13,
2026-04-21 06:16:04+00:00,472309879,31215308,111.34,10298.0,2.016,105.79999999999995,1871,171.0,71.2,38.5,279.0,9.15,54.34,759.0,0.0,88,83,25,running,0.0,1,100.0,20.0,88.0,100,100,97,88,2,2026-04-21 08:15:00,1.3745454545454547,19.13,
2026-04-21 06:16:05+00:00,472309936,31215635,113.89,10467.0,2.035,105.79999999999995,1888,169.0,71.2,40.0,271.0,9.15,54.53,762.0,0.0,88,83,25,running,0.0,1,100.0,20.0,88.0,100,100,97,88,2,2026-04-21 08:15:00,1.3875000000000002,17.87,
2026-04-21 06:16:06+00:00,472310085,31215863,116.1,10642.0,2.035,105.79999999999995,1888,175.0,72.2,43.5,284.0,9.25,54.53,763.0,0.0,89,83,25,running,0.0,1,100.0,20.0,88.0,100,100,97,89,2,2026-04-21 08:15:00,1.3719101123595507,17.87,
2026-04-21 06:16:07+00:00,472310215,31216110,118.13,10816.0,2.044,105.60000000000002,1893,174.0,72.2,38.5,285.0,9.15,54.53,773.0,0.0,88,82,25,running,0.5,1,100.0,20.0,89.0,100,100,97,88,2,2026-04-21 08:15:00,1.3936363636363636,17.87,
2026-04-21 06:16:08+00:00,472310326,31216333,120.23,10990.0,2.044,105.39999999999998,1893,174.0,71.2,40.0,290.0,8.96,54.62,780.0,0.0,88,82,25,running,0.0,1,100.0,20.0,88.0,100,100,97,88,2,2026-04-21 08:15:00,1.3936363636363636,17.87,
2026-04-21 06:16:09+00:00,472310414,31216599,122.48,11164.0,2.063,105.20000000000005,1910,174.0,72.2,39.25,286.0,9.06,54.62,778.0,0.0,89,82,25,running,0.0,1,100.0,20.0,88.0,100,100,97,89,2,2026-04-21 08:15:00,1.3907865168539328,18.21,
2026-04-21 06:16:10+00:00,472310490,31216998,125.26,11342.0,2.063,105.20000000000005,1910,178.0,75.0,38.5,283.0,9.37,54.71,777.0,0.0,89,82,25,running,0.0,1,100.0,20.0,89.0,100,100,97,89,2,2026-04-21 08:15:00,1.3907865168539328,18.21,
2026-04-21 06:16:11+00:00,472310569,31217266,127.31,11519.0,2.072,105.0,1919,177.0,75.0,37.5,274.0,9.37,55.15,777.0,0.0,89,82,25,running,0.0,1,100.0,20.0,89.0,100,100,97,89,2,2026-04-21 08:15:00,1.3968539325842697,18.21,
2026-04-21 06:16:12+00:00,472310504,31217452,128.5,11692.0,2.082,105.0,1927,173.0,73.0,35.75,267.0,8.78,55.25,785.0,0.0,89,82,25,running,0.0,1,100.0,20.0,89.0,100,100,97,89,2,2026-04-21 08:15:00,1.4035955056179774,18.21,
2026-04-21 06:16:13+00:00,472310385,31217638,129.87,11841.0,2.082,105.0,1927,149.0,58.5,37.5,271.0,8.37,55.15,772.0,0.0,89,82,25,running,0.5,1,100.0,20.0,89.0,100,100,97,89,2,2026-04-21 08:15:00,1.4035955056179774,18.21,
2026-04-21 06:16:14+00:00,472310247,31217878,131.62,11999.0,2.082,105.0,1927,158.0,58.5,46.25,296.0,8.37,55.0,735.0,0.0,90,83,25,running,0.5,1,100.0,20.0,89.0,100,100,97,90,2,2026-04-21 08:15:00,1.388,16.87,
2026-04-21 06:16:15+00:00,472310072,31218137,134.2,12160.0,2.082,105.0,1927,161.0,57.5,45.5,302.0,8.18,54.75,688.0,0.0,91,84,25,running,0.0,1,100.0,20.0,90.0,100,100,97,91,2,2026-04-21 08:15:00,1.3727472527472526,16.87,
2026-04-21 06:16:16+00:00,472309964,31218411,136.69,12320.0,2.082,105.20000000000005,1927,160.0,56.5,45.25,306.0,8.09,54.34,726.0,0.0,91,84,25,running,0.0,1,100.0,20.0,91.0,100,100,97,91,2,2026-04-21 08:15:00,1.3727472527472526,16.87,
2026-04-21 06:16:17+00:00,472309918,31218785,139.3,12492.0,2.082,105.20000000000005,1927,172.0,62.5,45.25,322.0,8.78,54.21,785.0,,92,82,25,running,0.5,1,100.0,20.0,91.0,100,100,97,92,2,2026-04-21 08:15:00,1.3578260869565215,16.87,
2026-04-21 06:16:18+00:00,472309781,31219071,141.61,12722.0,2.082,105.0,1927,230.0,95.5,31.0,294.0,9.93,54.12,783.0,0.0,92,82,25,running,0.5,1,100.0,20.0,92.0,100,100,97,92,2,2026-04-21 08:15:00,1.3578260869565215,16.87,
2026-04-21 06:16:19+00:00,472309635,31219385,144.31,12954.0,2.082,105.0,1944,232.0,95.5,31.0,294.0,9.25,54.12,794.0,0.0,92,82,25,running,0.5,1,100.0,20.0,92.0,100,100,97,92,2,2026-04-21 08:15:00,1.3578260869565215,16.76,
2026-04-21 06:16:20+00:00,472309422,31219634,146.63,13119.0,2.091,105.0,1953,165.0,61.5,34.75,266.0,8.78,54.21,796.0,0.0,92,83,25,running,0.5,1,100.0,20.0,92.0,100,100,97,92,2,2026-04-21 08:15:00,1.3636956521739132,16.76,
2026-04-21 06:16:21+00:00,472309226,31219833,149.0,13286.0,2.11,105.0,1970,167.0,58.5,39.5,285.0,7.9,54.21,818.0,0.0,92,83,25,running,0.5,1,100.0,20.0,92.0,100,100,97,92,2,2026-04-21 08:15:00,1.376086956521739,16.76,
2026-04-21 06:16:22+00:00,472309021,31220028,151.49,13453.0,2.119,105.0,1979,167.0,54.5,46.0,305.0,7.59,54.0,814.0,0.0,93,83,25,running,0.5,1,100.0,20.0,92.0,100,100,97,93,2,2026-04-21 08:15:00,1.3670967741935485,16.76,
2026-04-21 06:16:23+00:00,472308824,31220226,153.89,13621.0,2.138,105.0,1996,168.0,53.5,45.75,307.0,7.21,53.87,818.0,0.0,95,83,25,running,0.5,1,100.0,20.0,93.0,100,100,97,95,2,2026-04-21 08:15:00,1.3503157894736841,16.76,
2026-04-21 06:16:24+00:00,472308630,31220419,156.11,13792.0,2.148,105.0,2006,171.0,53.5,45.75,319.0,6.9,53.62,829.0,0.0,95,83,25,running,0.0,1,100.0,20.0,95.0,100,100,97,95,2,2026-04-21 08:15:00,1.3566315789473684,19.04,
2026-04-21 06:16:25+00:00,472308473,31220529,158.1,13966.0,2.166,105.0,2051,174.0,53.5,50.0,324.0,6.71,53.53,823.0,0.0,96,83,25,running,0.0,1,100.0,20.0,95.0,100,100,97,96,2,2026-04-21 08:15:00,1.35375,19.04,
2026-04-21 06:16:26+00:00,472308311,31220609,159.72,14142.0,2.176,105.0,2060,176.0,53.5,45.75,323.0,6.71,53.4,819.0,0.0,97,83,25,running,0.5,1,100.0,20.0,96.0,100,100,97,97,2,2026-04-21 08:15:00,1.345979381443299,19.04,
2026-04-21 06:16:27+00:00,472308156,31220755,161.45,14317.0,2.176,105.0,2060,175.0,52.5,45.75,325.0,6.62,53.28,804.0,0.0,97,83,25,running,0.5,1,100.0,20.0,97.0,100,100,97,97,2,2026-04-21 08:15:00,1.345979381443299,19.04,
2026-04-21 06:16:28+00:00,472307974,31220823,162.86,14493.0,2.176,105.0,2060,176.0,52.5,46.0,329.0,6.71,53.12,782.0,0.0,97,83,25,running,0.5,1,100.0,20.0,97.0,100,100,97,97,2,2026-04-21 08:15:00,1.345979381443299,19.04,
2026-04-21 06:16:29+00:00,472307881,31221033,164.77,14672.0,2.176,104.79999999999995,2060,179.0,54.5,46.0,328.0,7.12,52.9,759.0,0.0,97,83,25,running,0.5,1,100.0,20.0,97.0,100,100,97,97,2,2026-04-21 08:15:00,1.345979381443299,21.75,
2026-04-21 06:16:30+00:00,472307652,31221231,166.91,14874.0,2.166,104.79999999999995,2051,202.0,66.2,45.75,328.0,7.31,52.81,752.0,0.0,98,83,25,running,0.5,1,100.0,20.0,97.0,100,100,97,98,2,2026-04-21 08:15:00,1.326122448979592,21.75,
2026-04-21 06:16:31+00:00,472307468,31221354,168.89,15072.0,2.157,104.79999999999995,2042,198.0,68.2,40.5,299.0,8.0,52.62,741.0,0.0,97,83,25,running,0.0,1,100.0,20.0,98.0,100,100,97,97,2,2026-04-21 08:15:00,1.3342268041237115,21.75,
2026-04-21 06:16:32+00:00,472307293,31221565,171.5,15267.0,2.157,104.79999999999995,2067,195.0,67.2,41.25,299.0,8.09,52.53,738.0,0.0,97,83,25,running,0.0,1,100.0,20.0,97.0,100,100,97,97,2,2026-04-21 08:15:00,1.3342268041237115,21.75,
2026-04-21 06:16:33+00:00,472307035,31221688,173.78,15460.0,2.148,104.79999999999995,2058,193.0,65.2,41.25,296.0,8.18,52.53,738.0,0.0,96,83,25,running,0.5,1,100.0,20.0,97.0,100,100,97,96,2,2026-04-21 08:15:00,1.3425,21.75,
2026-04-21 06:16:34+00:00,472306894,31221784,175.68,15653.0,2.148,104.79999999999995,2058,193.0,65.2,40.5,292.0,8.28,52.53,751.0,0.0,95,83,25,running,0.5,1,100.0,20.0,96.0,100,100,97,95,2,2026-04-21 08:15:00,1.3566315789473684,23.55,
2026-04-21 06:16:35+00:00,472306686,31221924,177.8,15852.0,2.148,104.79999999999995,2058,199.0,69.2,39.75,288.0,8.46,52.71,774.0,0.0,96,83,25,running,0.5,1,100.0,20.0,95.0,100,100,97,96,2,2026-04-21 08:15:00,1.3425,23.55,
2026-04-21 06:16:36+00:00,472306484,31222032,179.74,16054.0,2.157,104.79999999999995,2067,202.0,70.2,40.0,289.0,8.68,53.0,771.0,0.0,96,83,25,running,0.5,1,100.0,20.0,96.0,100,100,97,96,2,2026-04-21 08:15:00,1.3481250000000002,23.55,
2026-04-21 06:16:37+00:00,472306317,31222179,181.65,16258.0,2.157,104.79999999999995,2067,204.0,71.2,40.5,292.0,8.87,53.12,770.0,0.0,95,83,25,running,0.5,1,,20.0,96.0,100,100,97,95,2,2026-04-21 08:15:00,1.3623157894736844,23.55,
2026-04-21 06:16:38+00:00,472306053,31222289,184.06,16463.0,2.157,104.79999999999995,2073,205.0,71.2,40.0,290.0,8.96,53.21,767.0,0.0,95,83,25,running,0.5,1,100.0,20.0,95.0,100,100,97,95,2,2026-04-21 08:15:00,1.3623157894736844,23.55,
2026-04-21 06:16:39+00:00,472305907,31222419,186.02,16669.0,2.157,105.0,2073,206.0,71.2,40.0,289.0,8.96,53.46,764.0,0.0,96,83,25,running,0.5,1,100.0,20.0,95.0,100,100,97,96,2,2026-04-21 08:15:00,1.3481250000000002,24.36,
2026-04-21 06:16:40+00:00,472305756,31222569,187.75,16873.0,2.148,105.0,2064,204.0,71.2,39.25,285.0,8.96,53.71,768.0,0.0,96,83,25,running,0.0,1,100.0,20.0,95.0,100,100,97,96,2,2026-04-21 08:15:00,1.3425,24.36,
2026-04-21 06:16:41+00:00,472305561,31222770,189.81,17076.0,2.148,104.79999999999995,2064,203.0,71.2,38.75,281.0,9.06,53.93,768.0,0.0,95,83,25,running,0.0,1,100.0,20.0,96.0,100,100,97,95,2,2026-04-21 08:15:00,1.3566315789473684,24.36,
2026-04-21 06:16:42+00:00,472305434,31222966,191.92,17273.0,2.148,104.79999999999995,2064,197.0,68.2,38.75,281.0,8.78,54.43,750.0,0.0,95,83,25,running,0.5,1,100.0,20.0,95.0,100,100,97,95,2,2026-04-21 08:15:00,1.3566315789473684,24.36,
2026-04-21 06:16:43+00:00,472305181,31223240,194.63,17467.0,2.148,104.79999999999995,2095,194.0,65.2,39.0,279.0,8.78,54.43,745.0,0.0,95,84,25,running,0.0,1,100.0,20.0,95.0,100,100,97,95,2,2026-04-21 08:15:00,1.3566315789473684,24.36,
2026-04-21 06:16:44+00:00,472305028,31223442,196.87,17666.0,2.148,104.79999999999995,2095,199.0,67.2,38.75,279.0,8.96,54.43,754.0,0.0,95,84,25,running,0.0,1,100.0,20.0,95.0,100,100,97,95,2,2026-04-21 08:15:00,1.3566315789473684,25.69,
2026-04-21 06:16:45+00:00,472304938,31223726,199.21,17875.0,2.148,104.79999999999995,2095,209.0,73.0,39.25,283.0,8.96,54.62,780.0,0.0,95,83,25,running,0.5,1,100.0,20.0,95.0,100,100,97,95,2,2026-04-21 08:15:00,1.3566315789473684,25.69,
2026-04-21 06:16:46+00:00,472304765,31224079,202.02,18089.0,2.157,104.60000000000002,2104,214.0,75.0,40.5,290.0,8.96,54.62,793.0,0.0,95,83,25,running,0.5,1,100.0,20.0,95.0,100,100,97,95,2,2026-04-21 08:15:00,1.3623157894736844,25.69,
